id,geoname_id,extra,alternate_name,extra1,extra2,extra3,extra4,extra5,extra6
1611797,5881791,de,Abbotsford,,,,,,
3028933,5881791,link,https://en.wikipedia.org/wiki/Abbotsford%2C_British_Columbia,,,,,,
3046921,5881791,ru,Абботсфорд,,,,,,
7484468,5881791,iata,YXX,,,,,,
8705978,5881791,ar,أبوتسفورد,,,,,,
8705979,5881791,ja,アボッツフォード,,,,,,
8705980,5881791,ko,애버츠퍼드,,,,,,
8705981,5881791,lt,Abotsfordas,,,,,,
8705982,5881791,pnb,ایباٹسفورڈ,,,,,,
8705983,5881791,sr,Аботсфорд,,,,,,
8705984,5881791,uk,Абботсфорд,,,,,,
8705985,5881791,ur,ایبٹس فورڈ، برٹش کولمبیا,,,,,,
8705986,5881791,zh,亞博斯福,,,,,,
11330354,5881791,fa,ابوتسفورد، بریتیش کلمبیا,,,,,,
13731693,5881791,unlc,CAABB,,,,,,
3057183,5882142,link,https://ru.wikipedia.org/wiki/Acton_Vale,,,,,,
9458693,5882142,el,Άκτον Βέιλ,,,,,,
9458694,5882142,fa,اکتون وال، کبک,,,,,,
9458695,5882142,pnb,ایکٹن والی,,,,,,
9458696,5882142,sr,Актон Вејл,,,,,,
9458697,5882142,ru,Актонвейл,,,,,,
13731703,5882142,unlc,CAACV,,,,,,
15712653,5882142,wkdt,Q141960,,,,,,
16173246,5882142,link,https://en.wikipedia.org/wiki/Acton_Vale,,,,,,
8226609,5882799,ar,إيردراي,,,,,,
8226610,5882799,ko,에어드리,,,,,,
8226611,5882799,pnb,ائرڈرائ,,,,,,
8226612,5882799,sr,Ердри,,,,,,
8226613,5882799,fa,ایردری,,,,,,
8226614,5882799,zh,艾尔德里,,,,,,
11352197,5882799,ur,ائیرڈرائی، البرٹا,,,,,,
13731719,5882799,unlc,CAAIR,,,,,,
3028956,5882873,link,https://en.wikipedia.org/wiki/Ajax%2C_Ontario,,,,,,
8296673,5882873,ar,أجاكس,,,,,,
8296674,5882873,uk,Аджакс,,,,,,
8296675,5882873,ko,에이잭스,,,,,,
8296676,5882873,sr,Ејџакс,,,,,,
8296677,5882873,ru,Эйджакс,,,,,,
8714878,5882873,ja,エイジャックス,,,,,,
8714879,5882873,zh,亞積士,,,,,,
11342497,5882873,fa,اجاکس، انتاریو,,,,,,
13731723,5882873,unlc,CAAJX,,,,,,
3046922,5884083,ru,Алма,,,,,,
7483792,5884083,iata,YTF,,,,,,
8300580,5884083,sr,Алма,,,,,,
8300581,5884083,pnb,آلما,,,,,,
8300582,5884083,uk,Альма,,,,,,
8300583,5884083,ar,ألما، كيبك,,,,,,
8300584,5884083,fa,آلما، کبک,,,,,,
11674650,5884083,fr,Alma,,,,,,
11674700,5884083,link,"https://en.wikipedia.org/wiki/Alma,_Quebec",,,,,,
13734217,5884083,unlc,CAYTF,,,,,,
15557723,5884083,wkdt,Q141973,,,,,,
3028989,5884467,link,https://en.wikipedia.org/wiki/Amherst%2C_Nova_Scotia,,,,,,
9358178,5884467,ar,أمهرست,,,,,,
9358179,5884467,zh,阿默斯特,,,,,,
11383011,5884467,fa,امهرست، نوا اسکاتیا,,,,,,
13731740,5884467,unlc,CAAMN,,,,,,
7483011,5884588,iata,YEY,,,,,,
8309955,5884588,sr,Амос,,,,,,
8309956,5884588,ar,أموس، كيبك,,,,,,
8309957,5884588,pnb,اموس,,,,,,
8309958,5884588,uk,Амос,,,,,,
8309959,5884588,fa,آموس، کبک,,,,,,
11674651,5884588,fr,Amos,,,,,,
13734060,5884588,unlc,CAYEY,,,,,,
15530183,5884588,wkdt,Q141705,,,,,,
16252847,5884588,ru,Амо,1,,,,,
6879770,5885383,link,https://en.wikipedia.org/wiki/Anmore,,,,,,
15367316,5885383,wkdt,Q557967,,,,,,
8086270,5886182,link,https://en.wikipedia.org/wiki/Antigonish%2C_Nova_Scotia,,,,,,
9363900,5886182,ga,Antigonis,,,,,,
9363901,5886182,gd,Antigonis,,,,,,
11406945,5886182,fa,آنتیگونیش٬ نوا اسکوشیا,,,,,,
13731748,5886182,unlc,CAANT,,,,,,
3029025,5887214,link,https://en.wikipedia.org/wiki/Arnprior,,,,,,
11531813,5887214,fa,آرنپریور,,,,,,
11531814,5887214,ja,アーンプライアー,,,,,,
11531815,5887214,sr,Арнпрајор,,,,,,
13731747,5887214,unlc,CAANP,,,,,,
11710194,5887470,fr,Asbestos,,,,,,
13731764,5887470,unlc,CAASB,,,,,,
15264049,5887470,wkdt,Q48785,,,,,,
6880496,5888716,link,https://en.wikipedia.org/wiki/Aylmer%2C_Ontario,,,,,,
13731789,5888716,unlc,CAAYL,,,,,,
3029064,5889745,link,https://en.wikipedia.org/wiki/Baie-Comeau,,,,,,
8228586,5889745,uk,Бе-Комо,,,,,,
8228587,5889745,ar,بيه كومو، كيبك,,,,,,
8228588,5889745,sr,Бе Комо,,,,,,
8228589,5889745,pnb,بائ کامیو,,,,,,
8228590,5889745,fa,به-کومو,,,,,,
8434627,5889745,iata,YBC,,,,,,
8434628,5889745,en,Baie-Comeau,,,,,,
8434629,5889745,fr,Baie-Comeau,,,,,,
13731816,5889745,unlc,CABCO,,,,,,
15267197,5889745,wkdt,Q139654,,,,,,
16252848,5889745,ru,Бе-Комо,1,,,,,
1916201,5892532,en,Banff,,,,,,
1916202,5892532,de,Banff,,,,,,
1916203,5892532,es,Banff,,,,,,
1916204,5892532,fr,Banff,,,,,,
1916205,5892532,eo,Banff,,,,,,
1916206,5892532,fi,Banff,,,,,,
1916207,5892532,ja,バンフ,,,,,,
1916208,5892532,lt,Banff,,,,,,
1916209,5892532,pt,Banff,,,,,,
1916210,5892532,zh,班夫,,,,,,
2004694,5892532,lt,Banfas,,,,,,
3029084,5892532,link,https://en.wikipedia.org/wiki/Banff,,,,,,
3075371,5892532,ru,Банф,1,,,,,
7485497,5892532,iata,YBA,,,,,,
8296404,5892532,ko,밴프,,,,,,
8296405,5892532,sr,Банф,,,,,,
8296406,5892532,fa,بنف,,,,,,
8296407,5892532,ka,ბანფი,,,,,,
8296408,5892532,uk,Банфф,,,,,,
11354460,5892532,ar,بانف,,,,,,
13731797,5892532,unlc,CABAF,,,,,,
15221157,5892532,wkdt,Q58337,,,,,,
3029095,5894171,link,https://en.wikipedia.org/wiki/Barrie,,,,,,
8210386,5894171,ja,バリー,,,,,,
8210387,5894171,lt,Baris,,,,,,
8210388,5894171,sr,Бари,,,,,,
8210389,5894171,pnb,باری,,,,,,
8210390,5894171,fa,بری، انتاریو,,,,,,
8210391,5894171,uk,Беррі,,,,,,
8210392,5894171,ur,باری، اونٹاریو,,,,,,
8210393,5894171,ar,باري,,,,,,
8210394,5894171,bg,Бари,,,,,,
8210395,5894171,ko,배리,,,,,,
8210396,5894171,ru,Барри,,,,,,
8210397,5894171,zh,巴里,,,,,,
8459455,5894171,iata,YLK,,,,,,
8459456,5894171,en,Barrie,,,,,,
8459457,5894171,,Barrie,,,,,,
13731800,5894171,unlc,CABAR,,,,,,
6879356,5895424,link,https://en.wikipedia.org/wiki/Bay_Roberts,,,,,,
11402041,5895424,ar,باي روبرتس,,,,,,
13731973,5895424,unlc,CABYR,,,,,,
11499008,5895650,ar,بيكونسفيلد,,,,,,
11499009,5895650,fa,بیکونسفیلد، کبک,,,,,,
11499010,5895650,pnb,بیکنزفیلڈ,,,,,,
11499011,5895650,sr,Биконсфилд,,,,,,
13731811,5895650,unlc,CABCF,,,,,,
15611554,5895650,wkdt,Q142035,,,,,,
16252860,5895650,ru,Беконсфилд,1,,,,,
9455459,5896495,ar,بوأرنوا، كيبك,,,,,,
9455460,5896495,fa,بوآرنوآ، کبک,,,,,,
9455461,5896495,pnb,بیوہارنوئس,,,,,,
9455462,5896495,sr,Боарноа,,,,,,
13731849,5896495,unlc,CABHA,,,,,,
15813595,5896495,wkdt,Q139109,,,,,,
16252857,5896495,ru,Боарнуа,1,,,,,
11510359,5896522,sr,Бомонт,,,,,,
13731839,5896522,unlc,CABET,,,,,,
15774396,5896522,wkdt,Q253903,,,,,,
8311932,5897209,pnb,بیکنکور,,,,,,
8311933,5897209,ar,بيكانكور، كيبك,,,,,,
8311934,5897209,sr,Беканкур,,,,,,
8311935,5897209,fa,بکانکور، کبک,,,,,,
8311936,5897209,ru,Беканкур,,,,,,
11674783,5897209,fr,Bécancour,,,,,,
13731831,5897209,unlc,CABEC,,,,,,
15482858,5897209,wkdt,Q141542,,,,,,
3029160,5897884,link,https://en.wikipedia.org/wiki/Belleville%2C_Ontario,,,,,,
8222799,5897884,lt,Bilivailas,,,,,,
8222800,5897884,sr,Белвил,,,,,,
8222801,5897884,ko,벨빌,,,,,,
8222802,5897884,pnb,بیلی ولے,,,,,,
8222803,5897884,ur,بیلول، اونٹاریو,,,,,,
8222804,5897884,ja,ベルビル,,,,,,
8222805,5897884,ar,بيلفي,,,,,,
8222806,5897884,ru,Бельвиль,,,,,,
8708469,5897884,uk,Бельвіль,,,,,,
8708470,5897884,zh,贝尔维尔,,,,,,
11337145,5897884,fa,بلویل، انتاریو,,,,,,
11947459,5897884,iata,XVV,,,,,,
11947460,5897884,en,Belleville,,,,,,
11947461,5897884,,Belleville,,,,,,
13731885,5897884,unlc,CABLV,,,,,,
3059277,5898070,en,Ottawa Bells Corners,,,,,,
3059278,5898070,en,Bells Corners,1,,,,,
6881113,5898070,link,https://en.wikipedia.org/wiki/Bells_Corners,,,,,,
11528514,5898070,ru,Белс-Корнерс,,,,,,
15636095,5898070,wkdt,Q4082975,,,,,,
9449689,5898138,fr,Belœil,,,,,,
9449690,5898138,ar,بيل أوي، كيبك,,,,,,
9449691,5898138,fa,بلوی، کبک,,,,,,
9449692,5898138,pnb,بلوئل,,,,,,
9449693,5898138,sr,Белоеј,,,,,,
9449694,5898138,vo,Belœil,,,,,,
9449695,5898138,pl,Belœil,,,,,,
11420370,5898138,de,Belœil,,,,,,
13731881,5898138,unlc,CABLL,,,,,,
15539159,5898138,wkdt,Q138841,,,,,,
16252856,5898138,ru,Белёй,1,,,,,
13731872,5903510,unlc,CABLA,,,,,,
15809805,5903510,wkdt,Q139568,,,,,,
6874963,5904501,link,https://en.wikipedia.org/wiki/Bluewater%2C_Ontario,,,,,,
13731805,5905132,unlc,CABBD,,,,,,
15494023,5905132,wkdt,Q139474,,,,,,
3029219,5905152,link,https://en.wikipedia.org/wiki/Bois-des-Filion%2C_Quebec,,,,,,
13731842,5905152,unlc,CABFI,,,,,,
15284207,5905152,wkdt,Q139019,,,,,,
3029227,5905616,link,https://en.wikipedia.org/wiki/Bonnyville,,,,,,
7483379,5905616,iata,YBY,,,,,,
8308988,5905616,sr,Бонивил,,,,,,
13731903,5905616,unlc,CABOE,,,,,,
14849755,5905616,wkdt,Q892841,,,,,,
1937639,5907364,en,Brampton,,,,,,
8304174,5906267,sr,Бушервил,,,,,,
8304175,5906267,ar,بوشيفيل، كيبك,,,,,,
8304176,5906267,ja,ブーシャーヴィル,,,,,,
8304177,5906267,pnb,باؤچرولے,,,,,,
8304178,5906267,ru,Бушервиль,,,,,,
9348172,5906267,fa,بوشرویل,,,,,,
13731908,5906267,unlc,CABOU,,,,,,
3029243,5907092,link,https://en.wikipedia.org/wiki/Bracebridge%2C_Ontario,,,,,,
9463322,5907092,ar,بريسبريدج,,,,,,
9463323,5907092,ja,ブレイスブリッジ,,,,,,
9463324,5907092,sr,Брејсбриџ,,,,,,
13731916,5907092,unlc,CABRB,,,,,,
3029246,5907180,link,https://en.wikipedia.org/wiki/Bradford_West_Gwillimbury,,,,,,
1937638,5907364,pl,Brampton,,,,,,
1937640,5907364,de,Brampton,,,,,,
1937641,5907364,fr,Brampton,,,,,,
1937642,5907364,eo,Bramptono,,,,,,
1937643,5907364,ja,ブランプトン,,,,,,
1937644,5907364,pt,Brampton,,,,,,
3029249,5907364,link,https://en.wikipedia.org/wiki/Brampton,,,,,,
7486317,5907364,iata,XPN,,,,,,
8213944,5907364,bg,Брамптън,,,,,,
8213945,5907364,ko,브램턴,,,,,,
8213946,5907364,lt,Bramptonas,,,,,,
8213947,5907364,si,බ්‍රැම්ටන්,,,,,,
8213948,5907364,ne,ब्राम्टन,,,,,,
8213949,5907364,te,బ్రాంప్టన్,,,,,,
8213950,5907364,ar,برامبتون,,,,,,
8213951,5907364,ta,பிராம்ப்டன்,,,,,,
8213952,5907364,pnb,بریمپٹن,,,,,,
8213953,5907364,hi,ब्रैंपटन,,,,,,
8213954,5907364,ur,برامپٹن، انٹاریو,,,,,,
8213955,5907364,pa,ਬਰੈਂਪਟਨ,,,,,,
8213956,5907364,ml,ബ്രംപ്ടൺ,,,,,,
8213957,5907364,sr,Брамптон,,,,,,
8213958,5907364,uk,Брамптон,,,,,,
8213959,5907364,ru,Брамптон,,,,,,
8213960,5907364,zh,布兰普顿,,,,,,
8703133,5907364,gu,બ્રેમ્પ્ટન,,,,,,
11328741,5907364,fa,برمپتون، انتاریو,,,,,,
13731926,5907364,unlc,CABRP,,,,,,
3029253,5907896,link,https://en.wikipedia.org/wiki/Brandon%2C_Manitoba,,,,,,
3046923,5907896,ru,Брэндон,,,,,,
7482548,5907896,iata,YBR,,,,,,
8223661,5907896,uk,Брендон,,,,,,
8223662,5907896,az,Brendon,,,,,,
8223663,5907896,el,Μπράντον,,,,,,
8223664,5907896,pnb,برینڈن,,,,,,
8223665,5907896,ja,ブランドン,,,,,,
8223666,5907896,sr,Брандон,,,,,,
8223667,5907896,ru,Брандон,,,,,,
8223668,5907896,zh,布兰登,,,,,,
13734013,5907896,unlc,CAYBR,,,,,,
3031261,5907983,link,https://en.wikipedia.org/wiki/County_of_Brant,,,,,,
3029254,5907990,link,https://en.wikipedia.org/wiki/Brantford,,,,,,
7486532,5907990,iata,XFV,,,,,,
8220684,5907990,pnb,برینٹفورڈ,,,,,,
8220685,5907990,lt,Brantfordas,,,,,,
8220686,5907990,ko,브랜트퍼드,,,,,,
8220687,5907990,ja,ブラントフォード,,,,,,
8220688,5907990,ar,برانتفورد,,,,,,
8220689,5907990,uk,Брантфорд,,,,,,
8220690,5907990,ur,برانٹفورڈ,,,,,,
8220691,5907990,sr,Брантфорд,,,,,,
8220692,5907990,ru,Брантфорд,,,,,,
8707878,5907990,bg,Брантфорд,,,,,,
11335055,5907990,fa,برنتفورد، انتاریو,,,,,,
11335056,5907990,zh,布兰特福德,,,,,,
13731924,5907990,unlc,CABRN,,,,,,
3029266,5908723,link,https://en.wikipedia.org/wiki/Bridgewater%2C_Nova_Scotia,,,,,,
11377120,5908723,fa,بریج واتر,,,,,,
13731931,5908723,unlc,CABRW,,,,,,
15722520,5908723,wkdt,Q474178,,,,,,
3029276,5909294,link,https://en.wikipedia.org/wiki/Brockville,,,,,,
7486703,5909294,iata,XBR,,,,,,
8291591,5909294,ja,ブロックビル,,,,,,
8291592,5909294,ur,بروک-ول,,,,,,
8291593,5909294,ar,بروكفيل,,,,,,
8291594,5909294,pnb,بروک ولے,,,,,,
8291595,5909294,be,Броквіл,,,,,,
8291596,5909294,lt,Brukvailas,,,,,,
8291597,5909294,sr,Броквил,,,,,,
8291598,5909294,ru,Броквилл,,,,,,
8713477,5909294,uk,Броквіль,,,,,,
11343104,5909294,fa,براکویل,,,,,,
11343105,5909294,zh,布羅克維爾,,,,,,
13731813,5909294,unlc,CABCK,,,,,,
7187451,5909403,link,https://en.wikipedia.org/wiki/Bromont%2C_Quebec,,,,,,
7482973,5909403,iata,ZBM,,,,,,
11546242,5909403,ar,برومون,,,,,,
11546243,5909403,fa,برومون، کبک,,,,,,
11546244,5909403,pnb,برومونٹ,,,,,,
11546245,5909403,sr,Бромон,,,,,,
11546246,5909403,ru,Бромон,,,,,,
11710199,5909403,fr,Bromont,,,,,,
13734286,5909403,unlc,CAZBM,,,,,,
14882899,5909403,wkdt,Q141983,,,,,,
5757030,5909514,link,https://en.wikipedia.org/wiki/Brooks%2C_Alberta,,,,,,
8197865,5909514,ko,브룩스,,,,,,
8197866,5909514,az,Broks,,,,,,
8197867,5909514,pnb,بروکس,,,,,,
8197868,5909514,ka,ბროკსი,,,,,,
8197869,5909514,ur,بروکس، البرٹا,,,,,,
8197870,5909514,fa,بروکس,,,,,,
8197871,5909514,sr,Брукс,,,,,,
8714648,5909514,zh,布鲁克斯,,,,,,
13731870,5909514,unlc,CABKS,,,,,,
8291296,5909629,ar,بروسار,,,,,,
8291297,5909629,sr,Бросар,,,,,,
8291298,5909629,pnb,بروسارڈ,,,,,,
8291299,5909629,ja,ブロサード,,,,,,
8725000,5909629,fa,بروسار,,,,,,
8725001,5909629,yue,寶樂沙,,,,,,
8725002,5909629,zh,寶樂沙,,,,,,
13731925,5909629,unlc,CABRO,,,,,,
16252893,5909629,ru,Броссар,,,,,,
13731920,5909969,unlc,CABRJ,,,,,,
13733125,5909969,unlc,CAOWN,,,,,,
15519969,5909969,wkdt,Q141415,,,,,,
7528657,5911592,link,https://en.wikipedia.org/wiki/Burlington%2C_Ontario,,,,,,
8214878,5911592,pnb,برلنگٹن,,,,,,
8214879,5911592,ja,バーリントン,,,,,,
8214880,5911592,ur,برلنگٹن، اونٹاریو,,,,,,
8214881,5911592,uk,Берлінгтон,,,,,,
8214882,5911592,sr,Берлингтон,,,,,,
8214883,5911592,ar,بيرلينجتون,,,,,,
8214884,5911592,ko,벌링턴,,,,,,
8214885,5911592,ru,Берлингтон,,,,,,
8706930,5911592,fa,برلینگتون، انتاریو,,,,,,
8706931,5911592,zh,伯灵顿,,,,,,
13731922,5911592,unlc,CABRL,,,,,,
1656584,5911606,en,Burnaby,,,,,,
1656585,5911606,de,Burnaby,,,,,,
1656586,5911606,eo,Burnaby,,,,,,
1656587,5911606,fi,Burnaby,,,,,,
1656588,5911606,fr,Burnaby,,,,,,
1656589,5911606,ja,バーナビー市,,,,,,
1656590,5911606,nl,Burnaby,,,,,,
1656591,5911606,pt,Burnaby,,,,,,
1656592,5911606,zh,本那比,,,,,,
1920980,5911606,es,Burnaby,,,,,,
1920981,5911606,ja,バーナビー,,,,,,
1998661,5911606,pl,Burnaby,,,,,,
3029303,5911606,link,https://en.wikipedia.org/wiki/Burnaby,,,,,,
8231634,5911606,ur,برنابے,,,,,,
8231635,5911606,os,Бёрнаби,,,,,,
8231636,5911606,pnb,برنیبی,,,,,,
8231637,5911606,uk,Бернабі,,,,,,
8231638,5911606,bg,Бърнаби,,,,,,
8231639,5911606,sah,Бөрнаби,,,,,,
8231640,5911606,ko,버너비,,,,,,
8231641,5911606,lt,Barnabis,,,,,,
8231642,5911606,ar,بورنبي,,,,,,
8231643,5911606,sr,Бернаби,,,,,,
8231644,5911606,ru,Бернаби,,,,,,
8707951,5911606,yue,本拿比,,,,,,
11334254,5911606,fa,برنابی,,,,,,
11334255,5911606,lv,Bērnabija,,,,,,
13731950,5911606,unlc,CABUB,,,,,,
1599718,5913490,de,Calgary,,,,,,
1599719,5913490,en,Calgary,1,,,,,
1599720,5913490,es,Calgary,,,,,,
1599721,5913490,af,Calgary,,,,,,
1599722,5913490,da,Calgary,,,,,,
1599723,5913490,eo,Kalgario,,,,,,
1599724,5913490,et,Calgary,,,,,,
1599725,5913490,fi,Calgary,,,,,,
1599726,5913490,fr,Calgary,,,,,,
1599727,5913490,id,Calgary,,,,,,
1599728,5913490,io,Calgary,,,,,,
1599729,5913490,it,Calgary,,,,,,
1599730,5913490,ja,カルガリー,,,,,,
1599731,5913490,ko,캘거리,,,,,,
1599732,5913490,nl,Calgary,,,,,,
1599733,5913490,nn,Calgary,,,,,,
1599734,5913490,no,Calgary,,,,,,
1599735,5913490,pl,Calgary,,,,,,
1599736,5913490,pt,Calgary,,,,,,
1599737,5913490,hbs,Calgary,,,,,,
1599738,5913490,sr,Калгари,,,,,,
1599739,5913490,sv,Calgary,,,,,,
1599740,5913490,vi,Calgary,,,,,,
1599741,5913490,zh-CN,卡尔加里,,,,,,
1622063,5913490,ru,Калгари,,,,,,
1634267,5913490,fa,کلگری,,,,,,
1634268,5913490,ro,Calgary,,,,,,
1634269,5913490,tr,Calgary,,,,,,
1897911,5913490,he,קלגרי,,,,,,
1897912,5913490,sk,Calgary,,,,,,
1984815,5913490,eu,Calgary,,,,,,
3057188,5913490,link,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D0%B3%D0%B0%D1%80%D0%B8,,,,,,
5883182,5913490,hi,कैलगरी,,,,,,
5883183,5913490,kn,ಕ್ಯಾಲ್ಗರಿ,,,,,,
5883184,5913490,tg,Калгари,,,,,,
5883185,5913490,ta,கால்கரி,,,,,,
5883186,5913490,el,Κάλγκαρι,,,,,,
5883187,5913490,ar,كالغاري,,,,,,
5883188,5913490,my,ကယ်လ်ဂရီမြို့,,,,,,
5883189,5913490,mn,Калгари,,,,,,
5883190,5913490,sah,Калгари,,,,,,
5883191,5913490,bg,Калгари,,,,,,
5883192,5913490,az,Kalqari,,,,,,
5883193,5913490,lt,Kalgaris,,,,,,
5883194,5913490,lv,Kalgari,,,,,,
5883195,5913490,os,Калгари,,,,,,
5883196,5913490,be,Калгары,,,,,,
5883197,5913490,uk,Калгарі,,,,,,
5883198,5913490,te,కాల్గరీ,,,,,,
5883199,5913490,mr,कॅल्गारी,,,,,,
5883200,5913490,ug,Kalgari,,,,,,
5883201,5913490,ka,კალგარი,,,,,,
5883202,5913490,la,Calgaria,,,,,,
7486566,5913490,iata,YYC,,,,,,
7579577,5913490,fy,Kelgery,,,,,,
7579578,5913490,th,แคลกะรี,,,,,,
8183948,5913490,pnb,کالگری,,,,,,
8183949,5913490,hy,Կալգարի,,,,,,
8183950,5913490,zh,卡尔加里,,,,,,
8696025,5913490,ce,Калгари,,,,,,
8696026,5913490,pa,ਕੈਲਗਰੀ,,,,,,
8696027,5913490,yue,卡加利,,,,,,
11318427,5913490,kk,Калгари,,,,,,
11318428,5913490,ur,کیلگری,,,,,,
11318429,5913490,uz,Kalgari,,,,,,
13731982,5913490,unlc,CACAL,,,,,,
16241308,5913490,link,https://en.wikipedia.org/wiki/Calgary,,,,,,
3029326,5913695,link,https://en.wikipedia.org/wiki/Cambridge%2C_Ontario,,,,,,
8216085,5913695,uk,Кембридж,,,,,,
8216086,5913695,pnb,کیمبرج,,,,,,
8216087,5913695,ja,ケンブリッジ,,,,,,
8216088,5913695,ar,كامبريدج,,,,,,
8216089,5913695,sr,Кембриџ,,,,,,
8216090,5913695,ru,Кеймбридж,,,,,,
8216091,5913695,zh,剑桥,,,,,,
8711804,5913695,ko,케임브리지,,,,,,
11338602,5913695,eo,Kembriĝo,,,,,,
11338603,5913695,fa,کمبریج، انتاریو,,,,,,
11338604,5913695,ur,کیمبرج، انٹاریو,,,,,,
13732403,5913695,unlc,CAGAL,,,,,,
13732007,5913934,unlc,CACC2,,,,,,
15650016,5913934,wkdt,Q22698652,,,,,,
7482285,5914132,iata,YBL,,,,,,
8294236,5914132,ko,캠벨리버,,,,,,
8294237,5914132,sr,Кембел Ривер,,,,,,
8294238,5914132,uk,Кемпбелл-Рівер,,,,,,
8294239,5914132,ar,كامبل ريفر,,,,,,
8294240,5914132,ja,キャンベルリバー,,,,,,
8294241,5914132,ru,Кэмпбелл-Ривер,,,,,,
8294242,5914132,zh,坎贝尔里弗,,,,,,
11370700,5914132,el,Κάμπελ Ρίβερ,,,,,,
11370701,5914132,fa,کمبل ریور، بریتیش کلمبیا,,,,,,
11370702,5914132,ur,کیمپبل ریور، برٹش کولمبیا,,,,,,
13731983,5914132,unlc,CACAM,,,,,,
15725104,5914132,wkdt,Q1030509,,,,,,
3029335,5914653,link,https://en.wikipedia.org/wiki/Camrose%2C_Alberta,,,,,,
8217825,5914653,ur,کیمروز، البرٹا,,,,,,
8217826,5914653,sr,Камроуз,,,,,,
8217827,5914653,fa,کمروز,,,,,,
8217828,5914653,lt,Keimrozas,,,,,,
8715552,5914653,uk,Камрось,,,,,,
8715553,5914653,zh,卡姆罗斯,,,,,,
11349712,5914653,ar,كامروز,,,,,,
13731979,5914653,unlc,CACAE,,,,,,
15751784,5914653,wkdt,Q775610,,,,,,
11620043,5914826,ar,كاندياك، كيبك,,,,,,
11620044,5914826,fa,کاندیاک، کبک,,,,,,
11620045,5914826,pnb,کینڈیک,,,,,,
11620046,5914826,sr,Кандјак,,,,,,
13732020,5914826,unlc,CACDC,,,,,,
15574566,5914826,wkdt,Q142076,,,,,,
3029342,5914894,link,https://en.wikipedia.org/wiki/Canmore%2C_Alberta,,,,,,
8223004,5914894,sr,Канмор,,,,,,
8223005,5914894,ru,Канмор,,,,,,
8223006,5914894,zh,坎莫尔,,,,,,
11357567,5914894,uk,Кенмор,,,,,,
13732096,5914894,unlc,CACNM,,,,,,
7166588,5916722,link,https://en.wikipedia.org/wiki/Carbonear,,,,,,
13732131,5916722,unlc,CACRB,,,,,,
11464296,5917117,ar,كارينيون,,,,,,
11464297,5917117,fa,کارینیان، کبک,,,,,,
11464298,5917117,pnb,کارگنان,,,,,,
11464299,5917117,sr,Карињан,,,,,,
11710206,5917117,fr,Carignan,,,,,,
13732036,5917117,unlc,CACGN,,,,,,
15474291,5917117,wkdt,Q142391,,,,,,
3029390,5917158,link,https://en.wikipedia.org/wiki/Carleton_Place,,,,,,
11556573,5917158,ar,كارلتون بلاس,,,,,,
11556574,5917158,fa,کارلتون پلیس,,,,,,
11556575,5917158,sr,Карлтон Плејс,,,,,,
11556576,5917158,ru,Карлтон-Плейс,,,,,,
11556577,5917158,zh,卡爾頓普雷斯,,,,,,
13732072,5917158,unlc,CACLO,,,,,,
3029405,5918118,link,https://en.wikipedia.org/wiki/Castlegar%2C_British_Columbia,,,,,,
7481955,5918118,iata,YCG,,,,,,
8295118,5918118,sr,Каслгар,,,,,,
8295119,5918118,ar,كاسلغار,,,,,,
8295120,5918118,ru,Каслгар,,,,,,
8295121,5918118,zh,卡斯尔加,,,,,,
11374097,5918118,fa,کسلگر، بریتیش کلمبیا,,,,,,
11374098,5918118,ur,کیسلگر، برٹش کولمبیا,,,,,,
13734020,5918118,unlc,CAYCG,,,,,,
8315945,5919566,ar,شومبلي، كيبك,,,,,,
8315946,5919566,sr,Шамбли,,,,,,
8315947,5919566,pnb,چیمبلی,,,,,,
8315948,5919566,uk,Шамблі,,,,,,
8315949,5919566,fa,شامبلی، کبک,,,,,,
8315950,5919566,ru,Шамбли,,,,,,
11710205,5919566,fr,Chambly,,,,,,
13732052,5919566,unlc,CACHY,,,,,,
15702230,5919566,wkdt,Q142069,,,,,,
15361567,5920089,wkdt,Q142017,,,,,,
1640425,5920288,en,Charlottetown,,,,,,
1640426,5920288,de,Charlottetown,,,,,,
1640427,5920288,pl,Charlottetown,,,,,,
1640428,5920288,fi,Charlottetown,,,,,,
1640429,5920288,fr,Charlottetown,,,,,,
1640430,5920288,ga,Charlottetown,,,,,,
1640431,5920288,it,Charlottetown,,,,,,
1640432,5920288,ja,シャーロットタウン,,,,,,
1640433,5920288,la,Carolinapolis,,,,,,
1640434,5920288,nl,Charlottetown,,,,,,
1640435,5920288,pt,Charlottetown,,,,,,
1640436,5920288,sv,Charlottetown,,,,,,
1640437,5920288,zh-CN,夏洛特顿,,,,,,
1904709,5920288,cs,Charlottetown,,,,,,
1904710,5920288,id,Charlottetown,,,,,,
1992846,5920288,tr,Charlottetown,,,,,,
3029432,5920288,link,https://en.wikipedia.org/wiki/Charlottetown,,,,,,
3046924,5920288,ru,Шарлоттаун,,,,,,
3057191,5920288,link,https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D1%80%D0%BB%D0%BE%D1%82%D1%82%D0%B0%D1%83%D0%BD,,,,,,
7483606,5920288,iata,YYG,,,,,,
8195256,5920288,os,Шарлоттаун,,,,,,
8195257,5920288,lt,Šarlotetaunas,,,,,,
8195258,5920288,uk,Шарлоттаун,,,,,,
